user_id,email,phone,first_name,last_name,status,created_at,updated_at,_source_system,_ingested_at
usr_939b462d,wileyjose@example.net,401.965.5698,James,Williams,active,2026-05-01 07:59:06,2026-05-01 07:59:06,auth_db,2026-05-01 07:59:06
usr_5380b904,zsmith@example.net,3561595148,Richard,Phillips,active,2026-05-01 03:18:35,2026-05-01 03:18:35,auth_db,2026-05-01 03:18:35
usr_9b4e2c24,jamesortega@example.com,(299) 468-0443,Diana,Marshall,active,2026-05-01 22:50:40,2026-05-01 22:50:40,auth_db,2026-05-01 22:50:40
usr_0640be0f,GLOWE@EXAMPLE.COM,+1-214-895-1343,Brandon,Riggs,active,2026-05-01 14:00:32,2026-05-01 14:00:32,auth_db,2026-05-01 14:00:32
usr_b227462c,gibsonolivia@example.net,367.632.0163,April,Williams,active,2026-05-01 20:08:32,2026-05-01 20:08:32,auth_db,2026-05-01 20:08:32
usr_be6033f7,  samanthamartinez@example.org ,+1-788-957-9868,Michelle,Cole,active,2026-05-01 19:33:01,2026-05-01 19:33:01,auth_db,2026-05-01 19:33:01
usr_236c7b87,maryramirez@example.net,734.714.3455,Edward,Reyes,active,2026-05-01 04:03:41,2026-05-01 04:03:41,auth_db,2026-05-01 04:03:41
usr_9360715f,jasminebrown@example.com,+1-587-603-6690,Omar,Smith,active,2026-05-01 09:35:22,2026-05-01 09:35:22,auth_db,2026-05-01 09:35:22
usr_cc530e36,kenneth66@example.net,+1-893-734-6706,Richard,Martin,active,2026-05-01 22:45:59,2026-05-01 22:45:59,auth_db,2026-05-01 22:45:59
usr_53cd6268,ncalhoun@example.net,(069) 901-6272,Jason,Murphy,active,2026-05-01 05:33:52,2026-05-01 05:33:52,auth_db,2026-05-01 05:33:52
usr_d6d7b3b8,aramirez@example.com,+1-170-805-3100,Andrew,Hernandez,active,2026-05-01 21:48:24,2026-05-01 21:48:24,auth_db,2026-05-01 21:48:24
usr_4fdc6e1b,  thomaswilson@example.org ,745.299.1241,Barbara,Odonnell,active,2026-05-01 11:11:46,2026-05-01 11:11:46,auth_db,2026-05-01 11:11:46
usr_5eddbbbf,tsanders@example.org,+1-193-149-1905,Casey,Holland,active,2026-05-01 03:07:06,2026-05-01 03:07:06,auth_db,2026-05-01 03:07:06
usr_6f81cf4f,atkinsonlynn@example.org,(657) 262-8498,Margaret,Vargas,active,2026-05-01 04:40:28,2026-05-01 04:40:28,auth_db,2026-05-01 04:40:28
usr_cc3ebdde,melissa14@example.com,(379) 965-0752,Jonathan,Ramirez,active,2026-05-01 09:39:01,2026-05-01 09:39:01,auth_db,2026-05-01 09:39:01
usr_b118f68d,angela83@example.org,(367) 837-7701,John,Beck,active,2026-05-01 19:38:06,2026-05-01 19:38:06,auth_db,2026-05-01 19:38:06
usr_892e6161,thomas85@example.com,855.744.4313,Stephanie,Vaughn,active,2026-05-01 14:31:36,2026-05-01 14:31:36,auth_db,2026-05-01 14:31:36
usr_88bd13d1,javierwashington@example.net,9894134352,David,Williams,active,2026-05-01 18:50:39,2026-05-01 18:50:39,auth_db,2026-05-01 18:50:39
usr_f0e98b3b,tranheidi@example.org,+1-710-947-7752,Michelle,Wilson,active,2026-05-01 12:18:33,2026-05-01 12:18:33,auth_db,2026-05-01 12:18:33
usr_9e50aa42,MORALESCHARLES@EXAMPLE.NET,(022) 941-3186,Jeremiah,Mills,active,2026-05-01 00:15:42,2026-05-01 00:15:42,auth_db,2026-05-01 00:15:42
usr_3d67cde9,TKERR@EXAMPLE.NET,(649) 909-1334,Glenn,Jones,active,2026-05-01 02:27:14,2026-05-01 02:27:14,auth_db,2026-05-01 02:27:14
usr_32a447b2,ortizhannah@example.com,+1-403-447-1349,Ronald,Stephens,active,2026-05-01 18:43:11,2026-05-01 18:43:11,auth_db,2026-05-01 18:43:11
usr_45b1ed25,rebekahserrano@example.org,(024) 994-7174,Vincent,Snyder,active,2026-05-01 19:37:58,2026-05-01 19:37:58,auth_db,2026-05-01 19:37:58
usr_c19ad58c,GEORGEPAMELA@EXAMPLE.NET,5940139904,Gregory,Stone,active,2026-05-01 08:50:50,2026-05-01 08:50:50,auth_db,2026-05-01 08:50:50
usr_7ed70ed7,lmoon@example.net,(671) 756-5512,Keith,Landry,active,2026-05-01 03:26:03,2026-05-01 03:26:03,auth_db,2026-05-01 03:26:03
usr_7f9d3e64,GIBSONLEONARD@EXAMPLE.COM,1680876038,Colleen,Wolf,active,2026-05-01 14:58:03,2026-05-01 14:58:03,auth_db,2026-05-01 14:58:03
usr_3985fb62,josephanderson@example.com,+1-771-093-2480,Victoria,Durham,active,2026-05-01 02:12:24,2026-05-01 02:12:24,auth_db,2026-05-01 02:12:24
usr_ebff8d15,pvalentine@example.org,+1-748-467-7378,Carol,Francis,active,2026-05-01 09:03:11,2026-05-01 09:03:11,auth_db,2026-05-01 09:03:11
usr_585a0afa,MICHELLEHILL@EXAMPLE.COM,(584) 044-9972,Martin,Hines,active,2026-05-01 15:21:36,2026-05-01 15:21:36,auth_db,2026-05-01 15:21:36
usr_d21c82f8,UGIBSON@EXAMPLE.ORG,+1-396-360-5766,Denise,Hernandez,active,2026-05-01 16:08:02,2026-05-01 16:08:02,auth_db,2026-05-01 16:08:02
usr_43d88870,martineztammy@example.com,+1-171-870-2621,Matthew,Schwartz,active,2026-05-01 01:50:30,2026-05-01 01:50:30,auth_db,2026-05-01 01:50:30
usr_fa745761,christianmelissa@example.net,+1-657-809-1343,Corey,Schultz,active,2026-05-01 03:23:44,2026-05-01 03:23:44,auth_db,2026-05-01 03:23:44
usr_cae28e66,wallaceheather@example.org,(050) 455-6238,Hector,Thompson,active,2026-05-01 14:47:49,2026-05-01 14:47:49,auth_db,2026-05-01 14:47:49
usr_12e89d10,pharvey@example.com,9237474074,Scott,Reed,active,2026-05-01 02:08:05,2026-05-01 02:08:05,auth_db,2026-05-01 02:08:05
usr_4b943e30,  DANIELLE64@EXAMPLE.COM ,4367136959,Andrew,Greer,active,2026-05-01 09:39:20,2026-05-01 09:39:20,auth_db,2026-05-01 09:39:20
usr_b88ec318,khill@example.net,097.439.5339,Katrina,Becker,active,2026-05-01 15:24:04,2026-05-01 15:24:04,auth_db,2026-05-01 15:24:04
usr_336749b5,courtneyberger@example.net,0470952145,David,Ryan,active,2026-05-01 05:38:09,2026-05-01 05:38:09,auth_db,2026-05-01 05:38:09
usr_6502d6a2,ALYSSA42@EXAMPLE.COM,+1-745-171-2368,Alexander,Herrera,active,2026-05-01 21:05:14,2026-05-01 21:05:14,auth_db,2026-05-01 21:05:14
usr_38ab854c,  vrichardson@example.net ,496.513.7098,Deborah,Reid,active,2026-05-01 02:04:52,2026-05-01 02:04:52,auth_db,2026-05-01 02:04:52
usr_637e4b01,TBLANKENSHIP@EXAMPLE.NET,(612) 004-7113,Shawn,Santiago,active,2026-05-01 02:04:15,2026-05-01 02:04:15,auth_db,2026-05-01 02:04:15
usr_dafec8a9,  umatthews@example.org ,(617) 964-0537,Michael,Pollard,active,2026-05-01 02:29:41,2026-05-01 02:29:41,auth_db,2026-05-01 02:29:41
usr_c9776598,amy50@example.com,(431) 713-9005,Anne,Jones,active,2026-05-01 14:42:03,2026-05-01 14:42:03,auth_db,2026-05-01 14:42:03
usr_06998731,BRENDALI@EXAMPLE.ORG,(529) 042-2842,David,Howard,active,2026-05-01 21:04:40,2026-05-01 21:04:40,auth_db,2026-05-01 21:04:40
usr_80fb9296,briannasmith@example.com,0268117758,Jeffrey,Gilbert,active,2026-05-01 23:56:03,2026-05-01 23:56:03,auth_db,2026-05-01 23:56:03
usr_9fd34579,stephen00@example.com,661.771.1592,Cynthia,Kelley,active,2026-05-01 07:26:12,2026-05-01 07:26:12,auth_db,2026-05-01 07:26:12
usr_56c438e4,oscar98@example.com,789.611.8367,Maria,Ross,suspended,2026-05-01 14:24:36,2026-05-05 23:00:00,auth_db,2026-05-05 23:00:00
usr_0f5ae9d3,EDWARDSLARRY@EXAMPLE.COM,5271111615,Brenda,Hoffman,active,2026-05-01 11:30:41,2026-05-01 11:30:41,auth_db,2026-05-01 11:30:41
usr_39681c81,elizabeth65@example.net,+1-604-945-1983,Melanie,Bell,active,2026-05-01 16:41:08,2026-05-01 16:41:08,auth_db,2026-05-01 16:41:08
usr_4f199ec0,danny49@example.org,+1-689-980-9402,Sandra,Bell,active,2026-05-01 02:40:02,2026-05-01 02:40:02,auth_db,2026-05-01 02:40:02
usr_b8ba8368,mollyknight@example.com,(120) 183-6675,Mark,Pugh,active,2026-05-01 12:42:25,2026-05-01 12:42:25,auth_db,2026-05-01 12:42:25
usr_1d2324e6,wareeric@example.net,014.767.9764,Michael,Rodriguez,active,2026-05-01 10:22:33,2026-05-01 10:22:33,auth_db,2026-05-01 10:22:33
usr_01fa964e,TROSE@EXAMPLE.ORG,369.003.4324,Tyler,Jordan,active,2026-05-01 22:16:13,2026-05-01 22:16:13,auth_db,2026-05-01 22:16:13
usr_67884209,omarpadilla@example.net,+1-851-606-0715,Jenna,Butler,active,2026-05-01 20:11:32,2026-05-01 20:11:32,auth_db,2026-05-01 20:11:32
usr_dedab027,sullivantammy@example.org,(975) 161-3696,Kyle,Morgan,active,2026-05-01 09:37:44,2026-05-01 09:37:44,auth_db,2026-05-01 09:37:44
usr_9a36d1ec,KIMBERLY18@EXAMPLE.NET,(188) 355-2312,Eric,Malone,active,2026-05-01 09:54:57,2026-05-01 09:54:57,auth_db,2026-05-01 09:54:57
usr_a1a27485,thompsonkendra@example.com,799.799.5527,Kevin,Hill,active,2026-05-01 07:24:45,2026-05-01 07:24:45,auth_db,2026-05-01 07:24:45
usr_8de7ad6c,bellcharles@example.com,7005411998,Stephanie,Stevenson,active,2026-05-01 09:08:34,2026-05-01 09:08:34,auth_db,2026-05-01 09:08:34
usr_812a1f9b,colelisa@example.net,+1-359-782-0715,Debbie,Williams,active,2026-05-01 23:05:36,2026-05-01 23:05:36,auth_db,2026-05-01 23:05:36
usr_55ab946d,hritter@example.net,+1-925-546-6590,Cameron,Davis,active,2026-05-01 12:08:39,2026-05-01 12:08:39,auth_db,2026-05-01 12:08:39
usr_15b02530,umitchell@example.net,925.192.5462,Kyle,Bennett,active,2026-05-01 05:52:58,2026-05-01 05:52:58,auth_db,2026-05-01 05:52:58
usr_23377bbc,lisa81@example.net,6850542357,Eric,Phillips,active,2026-05-01 20:25:19,2026-05-01 20:25:19,auth_db,2026-05-01 20:25:19
usr_9feefdff,  ROMEROAMBER@EXAMPLE.NET ,(805) 929-6222,Lisa,Martin,active,2026-05-01 19:51:51,2026-05-01 19:51:51,auth_db,2026-05-01 19:51:51
usr_5e2ad32d,XWILLIAMS@EXAMPLE.NET,(379) 473-8347,Erika,Hudson,active,2026-05-01 15:38:53,2026-05-01 15:38:53,auth_db,2026-05-01 15:38:53
usr_ef2ddcc4,SMURRAY@EXAMPLE.COM,+1-886-239-2407,Curtis,Singleton,active,2026-05-01 13:01:38,2026-05-01 13:01:38,auth_db,2026-05-01 13:01:38
usr_5fbbf0b1,mitchellkathryn@example.com,+1-782-613-7506,Joe,Vang,active,2026-05-01 12:52:37,2026-05-01 12:52:37,auth_db,2026-05-01 12:52:37
usr_04dd7054,jeffrey51@example.net,5220472779,Jonathan,Conley,active,2026-05-01 22:35:51,2026-05-01 22:35:51,auth_db,2026-05-01 22:35:51
usr_a1c7cc8a,srodriguez@example.org,(410) 369-7117,Zachary,Allen,active,2026-05-01 05:54:59,2026-05-01 05:54:59,auth_db,2026-05-01 05:54:59
usr_81f38dd4,kellysmith@example.com,3962185188,Angela,Myers,active,2026-05-01 00:54:08,2026-05-01 00:54:08,auth_db,2026-05-01 00:54:08
usr_56ab087a,YWILLIAMS@EXAMPLE.COM,4051531952,Lisa,Thompson,active,2026-05-01 09:02:07,2026-05-01 09:02:07,auth_db,2026-05-01 09:02:07
usr_83f02dc7,epollard@example.net,+1-221-704-3030,Raymond,Ochoa,active,2026-05-01 13:55:40,2026-05-01 13:55:40,auth_db,2026-05-01 13:55:40
usr_f4dbca07,wking@example.net,(345) 054-1566,Paul,Beltran,active,2026-05-01 07:15:58,2026-05-01 07:15:58,auth_db,2026-05-01 07:15:58
usr_a9320094,xholt@example.net,416.169.2845,Kenneth,Griffin,active,2026-05-01 08:17:11,2026-05-01 08:17:11,auth_db,2026-05-01 08:17:11
usr_adedda80,cjackson@example.com,7059640165,Ernest,Johnson,active,2026-05-01 11:57:05,2026-05-01 11:57:05,auth_db,2026-05-01 11:57:05
usr_92ec89af,  ejohnson@example.org ,556.909.2755,Devin,Richardson,active,2026-05-01 12:47:05,2026-05-01 12:47:05,auth_db,2026-05-01 12:47:05
usr_b1a8b71f,debra31@example.org,278.681.4473,Sabrina,Henry,active,2026-05-01 01:00:17,2026-05-01 01:00:17,auth_db,2026-05-01 01:00:17
usr_b34191b8,TAYLORCHARLES@EXAMPLE.ORG,(715) 518-8442,Dana,Leon,active,2026-05-01 21:08:19,2026-05-01 21:08:19,auth_db,2026-05-01 21:08:19
usr_10d4de39,davidharris@example.org,+1-370-589-5782,Kyle,Key,active,2026-05-01 21:43:13,2026-05-01 21:43:13,auth_db,2026-05-01 21:43:13
usr_8d2238e6,xfox@example.com,912.517.7852,Danielle,White,active,2026-05-01 15:53:19,2026-05-01 15:53:19,auth_db,2026-05-01 15:53:19
usr_80bbae52,thompsonkendra@example.com,799.799.5527,Kevin,Hill,active,2026-05-01 07:24:45,2026-05-01 07:24:45,crm,2026-05-01 07:24:45
usr_d4d60735,briannasmith@example.com,0268117758,Jeffrey,Gilbert,active,2026-05-01 23:56:03,2026-05-01 23:56:03,crm,2026-05-01 23:56:03
usr_4ddb1b36,hshaw@example.org,081.219.1361,Beth,Williams,active,2026-05-01 23:35:39,2026-05-01 23:35:39,crm,2026-05-01 23:35:39
usr_ef4afa88,pvalentine@example.org,+1-748-467-7378,Carol,Francis,active,2026-05-01 09:03:11,2026-05-01 09:03:11,crm,2026-05-01 09:03:11
usr_f28e4122,trose@example.org,369.003.4324,Tyler,Jordan,active,2026-05-01 22:16:13,2026-05-01 22:16:13,crm,2026-05-01 22:16:13
usr_fb37afae,ugill@example.org,5560932048,Sarah,Riley,active,2026-05-02 17:05:37,2026-05-02 17:05:37,auth_db,2026-05-02 23:00:00
usr_32399ffb,JERRY93@EXAMPLE.COM,8547772522,Jennifer,Freeman,active,2026-05-02 23:39:35,2026-05-02 23:39:35,auth_db,2026-05-02 23:00:00
usr_aa2960fd,gabriel90@example.net,+1-656-101-4388,Angela,Watts,active,2026-05-03 22:01:39,2026-05-03 22:01:39,auth_db,2026-05-03 23:00:00
usr_64215e66,LBARTON@EXAMPLE.NET,825.071.4611,Marie,Cross,active,2026-05-03 16:24:10,2026-05-03 16:24:10,auth_db,2026-05-03 23:00:00
usr_7490adeb,adrianabailey@example.org,(775) 140-1051,Erica,Martin,active,2026-05-03 03:04:13,2026-05-03 03:04:13,auth_db,2026-05-03 23:00:00
usr_84182d35,andrearivera@example.com,(736) 226-6093,Shannon,Jordan,active,2026-05-03 15:56:17,2026-05-03 15:56:17,auth_db,2026-05-03 23:00:00
usr_c76a8e0f,abbottdominique@example.com,(389) 836-4037,Paul,Allen,active,2026-05-04 20:18:36,2026-05-04 20:18:36,auth_db,2026-05-04 23:00:00
usr_873dc8bd,hatfieldsarah@example.org,+1-696-582-7109,Carlos,Baker,active,2026-05-04 21:56:06,2026-05-04 21:56:06,auth_db,2026-05-04 23:00:00
usr_f2dcb12b,OHUNTER@EXAMPLE.NET,8666188924,Christopher,Miller,active,2026-05-04 01:25:00,2026-05-04 01:25:00,auth_db,2026-05-04 23:00:00
usr_cedd069d,amandamyers@example.net,(146) 303-1617,Cheryl,Brown,active,2026-05-04 18:54:29,2026-05-04 18:54:29,auth_db,2026-05-04 23:00:00
usr_cc21cbdb,lkelly@example.org,(395) 590-5992,Anna,Lopez,active,2026-05-05 18:17:06,2026-05-05 18:17:06,auth_db,2026-05-05 23:00:00
usr_f86b543a,lweaver@example.com,(010) 393-0870,Martin,Mendez,active,2026-05-05 03:53:46,2026-05-05 03:53:46,auth_db,2026-05-05 23:00:00
usr_301c8db3,ALEWIS@EXAMPLE.NET,(785) 082-1486,Derek,York,active,2026-05-06 09:06:59,2026-05-06 09:06:59,auth_db,2026-05-06 23:00:00
usr_2c7a0d31,nancygonzalez@example.org,(307) 053-4578,Randy,Leblanc,active,2026-05-06 01:53:07,2026-05-06 01:53:07,auth_db,2026-05-06 23:00:00
usr_5f59fb4d,lwheeler@example.com,+1-985-524-1406,Brandon,Nash,active,2026-05-06 15:37:40,2026-05-06 15:37:40,auth_db,2026-05-06 23:00:00
usr_db6ba39b,deborahbyrd@example.com,(680) 072-2903,Johnny,Trujillo,active,2026-05-06 07:46:13,2026-05-06 07:46:13,auth_db,2026-05-06 23:00:00
usr_d5f0fb6a,evaughn@example.com,2120216979,Erika,White,active,2026-05-07 15:57:18,2026-05-07 15:57:18,auth_db,2026-05-07 23:00:00
usr_9c81fc46,huffmannichole@example.net,2771670145,Alexander,Oneill,active,2026-05-07 17:57:09,2026-05-07 17:57:09,auth_db,2026-05-07 23:00:00
usr_939f44eb,tiffanysantiago@example.com,(889) 163-7562,Mary,Grant,active,2026-05-07 03:41:34,2026-05-07 03:41:34,auth_db,2026-05-07 23:00:00
usr_02fb2869,williamharrison@example.com,+1-217-535-4083,Andrea,Gray,active,2026-05-07 05:55:19,2026-05-07 05:55:19,auth_db,2026-05-07 23:00:00
usr_75873920,CSOLIS@EXAMPLE.ORG,+1-775-170-1660,Angela,Smith,active,2026-05-07 10:44:14,2026-05-07 10:44:14,auth_db,2026-05-07 23:00:00
